Tamaño,Mes,Dia,Año,Raiz,SubDir,SubDir2,Nombre
1858389056,11,25,2017,0,2,16.0,v_ugc2201711250030.sql
1098617981,11,26,2017,0,2,16.0,v_ugc2201711260030.sql
1107018971,11,27,2017,0,2,16.0,v_ugc2201711270030.sql
1837159706,11,28,2017,0,2,16.0,v_ugc2201711280030.sql
1700850013,11,29,2017,0,2,16.0,v_ugc2201711290030.sql
1374530492,11,30,2017,0,2,16.0,v_ugc2201711300030.sql
1835524885,12,1,2017,0,2,16.0,v_ugc2201712010030.sql
1506160066,12,2,2017,0,2,16.0,v_ugc2201712020030.sql
1205401076,12,3,2017,0,2,16.0,v_ugc2201712030030.sql
1164718246,12,4,2017,0,2,16.0,v_ugc2201712040030.sql
1705644185,12,5,2017,0,2,16.0,v_ugc2201712050030.sql
1432762761,12,6,2017,0,2,16.0,v_ugc2201712060030.sql
1462963345,12,7,2017,0,2,16.0,v_ugc2201712070030.sql
1858389056,12,8,2017,0,2,16.0,v_ugc2201712080030.sql
1788791911,12,9,2017,0,2,16.0,v_ugc2201712090030.sql
1417712105,12,10,2017,0,2,16.0,v_ugc2201712100030.sql
1579981377,12,11,2017,0,2,16.0,v_ugc2201712110030.sql
1858389056,12,12,2017,0,2,16.0,v_ugc2201712120030.sql
1301865503,12,13,2017,0,2,16.0,v_ugc2201712130030.sql
1402683184,12,14,2017,0,2,16.0,v_ugc2201712140030.sql
1158806696,12,15,2017,0,2,16.0,v_ugc2201712150030.sql
1594473203,12,16,2017,0,2,16.0,v_ugc2201712160030.sql
1443017574,12,17,2017,0,2,16.0,v_ugc2201712170030.sql
1260338592,12,18,2017,0,2,16.0,v_ugc2201712180030.sql
1423368448,12,19,2017,0,2,16.0,v_ugc2201712190030.sql
1464239543,12,20,2017,0,2,16.0,v_ugc2201712200030.sql
1368314351,12,21,2017,0,2,16.0,v_ugc2201712210030.sql
1567835388,12,22,2017,0,2,16.0,v_ugc2201712220030.sql
1858389056,12,23,2017,0,2,16.0,v_ugc2201712230030.sql
1663578715,12,24,2017,0,2,16.0,v_ugc2201712240030.sql
1350008459,12,25,2017,0,2,16.0,v_ugc2201712250030.sql
1416534037,12,26,2017,0,2,16.0,v_ugc2201712260030.sql
1297200427,12,27,2017,0,2,16.0,v_ugc2201712270030.sql
1554304750,12,28,2017,0,2,16.0,v_ugc2201712280030.sql
1858389056,12,29,2017,0,2,16.0,v_ugc2201712290030.sql
1144234326,12,30,2017,0,2,16.0,v_ugc2201712300030.sql
1858389056,12,31,2017,0,2,16.0,v_ugc2201712310030.sql
1654691605,1,1,2018,0,2,16.0,v_ugc2201801010030.sql
1313271547,1,2,2018,0,2,16.0,v_ugc2201801020030.sql
1858389056,1,3,2018,0,2,16.0,v_ugc2201801030030.sql
1269300500,1,4,2018,0,2,16.0,v_ugc2201801040030.sql
929423240,1,5,2018,0,2,16.0,v_ugc2201801050030.sql
1542409573,1,6,2018,0,2,16.0,v_ugc2201801060030.sql
1338168436,1,7,2018,0,2,16.0,v_ugc2201801070030.sql
1506285720,1,8,2018,0,2,16.0,v_ugc2201801080030.sql
1480773811,1,9,2018,0,2,16.0,v_ugc2201801090030.sql
1586067443,1,10,2018,0,2,16.0,v_ugc2201801100030.sql
1858389056,1,11,2018,0,2,16.0,v_ugc2201801110030.sql
1851259644,1,12,2018,0,2,16.0,v_ugc2201801120030.sql
1509451788,1,13,2018,0,2,16.0,v_ugc2201801130030.sql
1845261403,1,14,2018,0,2,16.0,v_ugc2201801140030.sql
1858389056,1,15,2018,0,2,16.0,v_ugc2201801150030.sql
1276815070,1,16,2018,0,2,16.0,v_ugc2201801160030.sql
1225611090,1,17,2018,0,2,16.0,v_ugc2201801170030.sql
1858389056,1,18,2018,0,2,16.0,v_ugc2201801180030.sql
1397372926,1,19,2018,0,2,16.0,v_ugc2201801190030.sql
1564462668,1,20,2018,0,2,16.0,v_ugc2201801200030.sql
1519971343,1,21,2018,0,2,16.0,v_ugc2201801210030.sql
1403616968,1,22,2018,0,2,16.0,v_ugc2201801220030.sql
1309748227,1,23,2018,0,2,16.0,v_ugc2201801230030.sql
1858389056,1,24,2018,0,2,16.0,v_ugc2201801240030.sql
1858389056,1,25,2018,0,2,16.0,v_ugc2201801250030.sql
1339940539,1,26,2018,0,2,16.0,v_ugc2201801260030.sql
1752212523,1,27,2018,0,2,16.0,v_ugc2201801270030.sql
1856179400,1,28,2018,0,2,16.0,v_ugc2201801280030.sql
1858389056,1,29,2018,0,2,16.0,v_ugc2201801290030.sql
1378883980,1,30,2018,0,2,16.0,v_ugc2201801300030.sql
1393902072,1,31,2018,0,2,16.0,v_ugc2201801310030.sql
1104918541,2,1,2018,0,2,16.0,v_ugc2201802010030.sql
1858389056,2,2,2018,0,2,16.0,v_ugc2201802020030.sql
1532766821,2,3,2018,0,2,16.0,v_ugc2201802030030.sql
1701467364,2,4,2018,0,2,16.0,v_ugc2201802040030.sql
1440773032,2,5,2018,0,2,16.0,v_ugc2201802050030.sql
1455079338,2,6,2018,0,2,16.0,v_ugc2201802060030.sql
1094805029,2,7,2018,0,2,16.0,v_ugc2201802070030.sql
1858389056,2,8,2018,0,2,16.0,v_ugc2201802080030.sql
1456851209,2,9,2018,0,2,16.0,v_ugc2201802090030.sql
1858389056,2,10,2018,0,2,16.0,v_ugc2201802100030.sql
1269576756,2,11,2018,0,2,16.0,v_ugc2201802110030.sql
1352053853,2,12,2018,0,2,16.0,v_ugc2201802120030.sql
1858389056,2,13,2018,0,2,16.0,v_ugc2201802130030.sql
1858389056,2,14,2018,0,2,16.0,v_ugc2201802140030.sql
1367245430,2,15,2018,0,2,16.0,v_ugc2201802150030.sql
1396740716,2,16,2018,0,2,16.0,v_ugc2201802160030.sql
1754276773,2,17,2018,0,2,16.0,v_ugc2201802170030.sql
1356933815,2,18,2018,0,2,16.0,v_ugc2201802180030.sql
1745265582,2,19,2018,0,2,16.0,v_ugc2201802190030.sql
1858389056,2,20,2018,0,2,16.0,v_ugc2201802200030.sql
1857548895,2,21,2018,0,2,16.0,v_ugc2201802210030.sql
1858389056,2,22,2018,0,2,16.0,v_ugc2201802220030.sql
1604959362,2,23,2018,0,2,16.0,v_ugc2201802230030.sql
1858389056,2,24,2018,0,2,16.0,v_ugc2201802240030.sql
1858389056,2,25,2018,0,2,16.0,v_ugc2201802250030.sql
1427547101,2,26,2018,0,2,16.0,v_ugc2201802260030.sql
1733413575,2,27,2018,0,2,16.0,v_ugc2201802270030.sql
1858389056,2,28,2018,0,2,16.0,v_ugc2201802280030.sql
1299923489,3,1,2018,0,2,16.0,v_ugc2201803010030.sql
1375379660,3,2,2018,0,2,16.0,v_ugc2201803020030.sql
294620572,3,3,2018,0,2,16.0,v_ugc2201803030030.sql
1555995939,3,4,2018,0,2,16.0,v_ugc2201803040030.sql
1445122845,3,5,2018,0,2,16.0,v_ugc2201803050030.sql
1744571257,3,6,2018,0,2,16.0,v_ugc2201803060030.sql
1220761782,3,7,2018,0,2,16.0,v_ugc2201803070030.sql
1857229308,3,8,2018,0,2,16.0,v_ugc2201803080030.sql
1248774423,3,9,2018,0,2,16.0,v_ugc2201803090030.sql
1407177014,3,10,2018,0,2,16.0,v_ugc2201803100030.sql
1756715049,3,11,2018,0,2,16.0,v_ugc2201803110030.sql
1539163339,3,12,2018,0,2,16.0,v_ugc2201803120030.sql
1858389056,3,13,2018,0,2,16.0,v_ugc2201803130030.sql
1572652820,3,14,2018,0,2,16.0,v_ugc2201803140030.sql
1858389056,3,15,2018,0,2,16.0,v_ugc2201803150030.sql
1590533519,3,16,2018,0,2,16.0,v_ugc2201803160030.sql
1156857013,3,17,2018,0,2,16.0,v_ugc2201803170030.sql
1340560138,3,18,2018,0,2,16.0,v_ugc2201803180030.sql
1858389056,3,19,2018,0,2,16.0,v_ugc2201803190030.sql
1361121720,3,20,2018,0,2,16.0,v_ugc2201803200030.sql
1858389056,3,21,2018,0,2,16.0,v_ugc2201803210030.sql
1858389056,3,22,2018,0,2,16.0,v_ugc2201803220030.sql
1375057382,3,23,2018,0,2,16.0,v_ugc2201803230030.sql
1376594267,3,24,2018,0,2,16.0,v_ugc2201803240030.sql
1229111116,3,25,2018,0,2,16.0,v_ugc2201803250030.sql
1509687049,3,26,2018,0,2,16.0,v_ugc2201803260030.sql
1858389056,3,27,2018,0,2,16.0,v_ugc2201803270030.sql
1858389056,3,28,2018,0,2,16.0,v_ugc2201803280030.sql
1257076238,3,29,2018,0,2,16.0,v_ugc2201803290030.sql
1858389056,3,30,2018,0,2,16.0,v_ugc2201803300030.sql
1858389056,3,31,2018,0,2,16.0,v_ugc2201803310030.sql
1537377766,4,1,2018,0,2,16.0,v_ugc2201804010030.sql
1247953024,4,2,2018,0,2,16.0,v_ugc2201804020030.sql
1293331922,4,3,2018,0,2,16.0,v_ugc2201804030030.sql
1858389056,4,4,2018,0,2,16.0,v_ugc2201804040030.sql
1411689425,4,5,2018,0,2,16.0,v_ugc2201804050030.sql
1858389056,4,6,2018,0,2,16.0,v_ugc2201804060030.sql
1794801016,4,7,2018,0,2,16.0,v_ugc2201804070030.sql
1397539975,4,8,2018,0,2,16.0,v_ugc2201804080030.sql
18805024982,6,1,2018,0,0,1.0,ice_06-01-2018.dmp.gz
18806479719,6,2,2018,0,0,1.0,ice_06-02-2018.dmp.gz
18806512454,6,3,2018,0,0,1.0,ice_06-03-2018.dmp.gz
18806578889,6,4,2018,0,0,1.0,ice_06-04-2018.dmp.gz
18807503456,6,5,2018,0,0,1.0,ice_06-05-2018.dmp.gz
18808962680,6,6,2018,0,0,1.0,ice_06-06-2018.dmp.gz
18811881695,6,7,2018,0,0,1.0,ice_06-07-2018.dmp.gz
18813085681,6,8,2018,0,0,1.0,ice_06-08-2018.dmp.gz
18813185895,6,9,2018,0,0,1.0,ice_06-09-2018.dmp.gz
18813866719,6,10,2018,0,0,1.0,ice_06-10-2018.dmp.gz
18813921323,6,11,2018,0,0,1.0,ice_06-11-2018.dmp.gz
18816010249,6,12,2018,0,0,1.0,ice_06-12-2018.dmp.gz
95387934720,6,13,2018,0,0,1.0,ice_06-13-2018.dmp
18822527095,6,13,2018,0,0,1.0,ice_06-13-2018.dmp.gz
18823882446,6,14,2018,0,0,1.0,ice_06-14-2018.dmp.gz
18826155214,6,15,2018,0,0,1.0,ice_06-15-2018.dmp.gz
18826244339,6,16,2018,0,0,1.0,ice_06-16-2018.dmp.gz
18826268076,6,17,2018,0,0,1.0,ice_06-17-2018.dmp.gz
18827554191,6,18,2018,0,0,1.0,ice_06-18-2018.dmp.gz
18829472956,6,19,2018,0,0,1.0,ice_06-19-2018.dmp.gz
18912601507,6,20,2018,0,0,1.0,ice_06-20-2018.dmp.gz
18915632223,6,21,2018,0,0,1.0,ice_06-21-2018.dmp.gz
18920100454,6,22,2018,0,0,1.0,ice_06-22-2018.dmp.gz
18920145062,6,23,2018,0,0,1.0,ice_06-23-2018.dmp.gz
18921573616,6,24,2018,0,0,1.0,ice_06-24-2018.dmp.gz
18926741541,6,25,2018,0,0,1.0,ice_06-25-2018.dmp.gz
18931266385,6,26,2018,0,0,1.0,ice_06-26-2018.dmp.gz
81089043,6,2,2018,0,0,2.0,rman_06-02-2018.dmp.gz
81323549,6,3,2018,0,0,2.0,rman_06-03-2018.dmp.gz
81574563,6,4,2018,0,0,2.0,rman_06-04-2018.dmp.gz
81748864,6,5,2018,0,0,2.0,rman_06-05-2018.dmp.gz
81810768,6,6,2018,0,0,2.0,rman_06-06-2018.dmp.gz
81881675,6,7,2018,0,0,2.0,rman_06-07-2018.dmp.gz
81945320,6,8,2018,0,0,2.0,rman_06-08-2018.dmp.gz
82095276,6,9,2018,0,0,2.0,rman_06-09-2018.dmp.gz
82255519,6,10,2018,0,0,2.0,rman_06-10-2018.dmp.gz
82450995,6,11,2018,0,0,2.0,rman_06-11-2018.dmp.gz
82572027,6,12,2018,0,0,2.0,rman_06-12-2018.dmp.gz
82662272,6,13,2018,0,0,2.0,rman_06-13-2018.dmp.gz
82735092,6,14,2018,0,0,2.0,rman_06-14-2018.dmp.gz
82828990,6,15,2018,0,0,2.0,rman_06-15-2018.dmp.gz
82952983,6,16,2018,0,0,2.0,rman_06-16-2018.dmp.gz
83118015,6,17,2018,0,0,2.0,rman_06-17-2018.dmp.gz
83325124,6,18,2018,0,0,2.0,rman_06-18-2018.dmp.gz
370466816,6,19,2018,0,0,2.0,rman_06-19-2018.dmp
83459655,6,19,2018,0,0,2.0,rman_06-19-2018.dmp.gz
83562326,6,20,2018,0,0,2.0,rman_06-20-2018.dmp.gz
83688860,6,21,2018,0,0,2.0,rman_06-21-2018.dmp.gz
83833791,6,22,2018,0,0,2.0,rman_06-22-2018.dmp.gz
83975063,6,23,2018,0,0,2.0,rman_06-23-2018.dmp.gz
84159411,6,24,2018,0,0,2.0,rman_06-24-2018.dmp.gz
84334598,6,25,2018,0,0,2.0,rman_06-25-2018.dmp.gz
84474521,6,26,2018,0,0,2.0,rman_06-26-2018.dmp.gz
84585997,6,27,2018,0,0,2.0,rman_06-27-2018.dmp.gz
25933056,6,1,2018,0,0,3.0,tcontrol_06-01-2018.dmp.gz
25934010,6,2,2018,0,0,3.0,tcontrol_06-02-2018.dmp.gz
25933179,6,3,2018,0,0,3.0,tcontrol_06-03-2018.dmp.gz
25933367,6,4,2018,0,0,3.0,tcontrol_06-04-2018.dmp.gz
25933057,6,5,2018,0,0,3.0,tcontrol_06-05-2018.dmp.gz
25933264,6,6,2018,0,0,3.0,tcontrol_06-06-2018.dmp.gz
25933292,6,7,2018,0,0,3.0,tcontrol_06-07-2018.dmp.gz
25933350,6,8,2018,0,0,3.0,tcontrol_06-08-2018.dmp.gz
25933166,6,9,2018,0,0,3.0,tcontrol_06-09-2018.dmp.gz
25933240,6,10,2018,0,0,3.0,tcontrol_06-10-2018.dmp.gz
25933080,6,11,2018,0,0,3.0,tcontrol_06-11-2018.dmp.gz
25933296,6,12,2018,0,0,3.0,tcontrol_06-12-2018.dmp.gz
25933185,6,13,2018,0,0,3.0,tcontrol_06-13-2018.dmp.gz
25933137,6,14,2018,0,0,3.0,tcontrol_06-14-2018.dmp.gz
25934252,6,15,2018,0,0,3.0,tcontrol_06-15-2018.dmp.gz
25933249,6,16,2018,0,0,3.0,tcontrol_06-16-2018.dmp.gz
25934622,6,17,2018,0,0,3.0,tcontrol_06-17-2018.dmp.gz
25934243,6,18,2018,0,0,3.0,tcontrol_06-18-2018.dmp.gz
25935777,6,19,2018,0,0,3.0,tcontrol_06-19-2018.dmp.gz
25933269,6,20,2018,0,0,3.0,tcontrol_06-20-2018.dmp.gz
25935008,6,21,2018,0,0,3.0,tcontrol_06-21-2018.dmp.gz
25935343,6,22,2018,0,0,3.0,tcontrol_06-22-2018.dmp.gz
25933179,6,23,2018,0,0,3.0,tcontrol_06-23-2018.dmp.gz
25935401,6,24,2018,0,0,3.0,tcontrol_06-24-2018.dmp.gz
25934786,6,25,2018,0,0,3.0,tcontrol_06-25-2018.dmp.gz
25935654,6,26,2018,0,0,3.0,tcontrol_06-26-2018.dmp.gz
773855912,6,2,2018,0,0,4.0,pk_06-02-2018.dmp.gz
773856110,6,3,2018,0,0,4.0,pk_06-03-2018.dmp.gz
773871765,6,4,2018,0,0,4.0,pk_06-04-2018.dmp.gz
773874950,6,5,2018,0,0,4.0,pk_06-05-2018.dmp.gz
773871007,6,6,2018,0,0,4.0,pk_06-06-2018.dmp.gz
773871893,6,7,2018,0,0,4.0,pk_06-07-2018.dmp.gz
773871125,6,8,2018,0,0,4.0,pk_06-08-2018.dmp.gz
773870874,6,9,2018,0,0,4.0,pk_06-09-2018.dmp.gz
773870635,6,10,2018,0,0,4.0,pk_06-10-2018.dmp.gz
773865579,6,11,2018,0,0,4.0,pk_06-11-2018.dmp.gz
773866269,6,12,2018,0,0,4.0,pk_06-12-2018.dmp.gz
773867205,6,13,2018,0,0,4.0,pk_06-13-2018.dmp.gz
773867795,6,14,2018,0,0,4.0,pk_06-14-2018.dmp.gz
773867368,6,15,2018,0,0,4.0,pk_06-15-2018.dmp.gz
773866179,6,16,2018,0,0,4.0,pk_06-16-2018.dmp.gz
773866461,6,17,2018,0,0,4.0,pk_06-17-2018.dmp.gz
773780036,6,18,2018,0,0,4.0,pk_06-18-2018.dmp.gz
773780881,6,19,2018,0,0,4.0,pk_06-19-2018.dmp.gz
773782985,6,20,2018,0,0,4.0,pk_06-20-2018.dmp.gz
773781258,6,21,2018,0,0,4.0,pk_06-21-2018.dmp.gz
773782193,6,22,2018,0,0,4.0,pk_06-22-2018.dmp.gz
773782890,6,23,2018,0,0,4.0,pk_06-23-2018.dmp.gz
773780931,6,24,2018,0,0,4.0,pk_06-24-2018.dmp.gz
773843005,6,25,2018,0,0,4.0,pk_06-25-2018.dmp.gz
773840941,6,26,2018,0,0,4.0,pk_06-26-2018.dmp.gz
773841974,6,27,2018,0,0,4.0,pk_06-27-2018.dmp.gz
3906650886,6,3,2018,0,0,4.0,sia_06-03-2018.dmp.gz
3906678723,6,5,2018,0,0,4.0,sia_06-05-2018.dmp.gz
3906691791,6,6,2018,0,0,4.0,sia_06-06-2018.dmp.gz
3906685352,6,10,2018,0,0,4.0,sia_06-10-2018.dmp.gz
3906696248,6,12,2018,0,0,4.0,sia_06-12-2018.dmp.gz
3906703551,6,13,2018,0,0,4.0,sia_06-13-2018.dmp.gz
3906727952,6,17,2018,0,0,4.0,sia_06-17-2018.dmp.gz
3906654812,6,19,2018,0,0,4.0,sia_06-19-2018.dmp.gz
3906645695,6,20,2018,0,0,4.0,sia_06-20-2018.dmp.gz
3906681241,6,24,2018,0,0,4.0,sia_06-24-2018.dmp.gz
3906729680,6,26,2018,0,0,4.0,sia_06-26-2018.dmp.gz
3906751198,6,27,2018,0,0,4.0,sia_06-27-2018.dmp.gz
603220430,6,19,2018,0,1,1.0,arch_ICEBERG_00t5rtic_50176_1.arch.gz
559232222,6,19,2018,0,1,1.0,arch_ICEBERG_01t5rtis_50177_1.arch.gz
636761809,6,19,2018,0,1,1.0,arch_ICEBERG_02t5rtjc_50178_1.arch.gz
650954928,6,19,2018,0,1,1.0,arch_ICEBERG_03t5rtjs_50179_1.arch.gz
619568922,6,7,2018,0,1,1.0,arch_ICEBERG_04t4q9m4_49156_1.arch.gz
536644495,6,19,2018,0,1,1.0,arch_ICEBERG_04t5rtkd_50180_1.arch.gz
626295357,6,7,2018,0,1,1.0,arch_ICEBERG_05t4q9mk_49157_1.arch.gz
575150268,6,19,2018,0,1,1.0,arch_ICEBERG_05t5rtkt_50181_1.arch.gz
609754213,6,7,2018,0,1,1.0,arch_ICEBERG_06t4q9n3_49158_1.arch.gz
440231081,6,19,2018,0,1,1.0,arch_ICEBERG_06t5rtld_50182_1.arch.gz
610963135,6,7,2018,0,1,1.0,arch_ICEBERG_07t4q9nj_49159_1.arch.gz
624186097,6,7,2018,0,1,1.0,arch_ICEBERG_08t4q9o3_49160_1.arch.gz
677816558,6,20,2018,0,1,1.0,arch_ICEBERG_08t5sii5_50184_1.arch.gz
620848035,6,7,2018,0,1,1.0,arch_ICEBERG_09t4q9oj_49161_1.arch.gz
678458341,6,20,2018,0,1,1.0,arch_ICEBERG_09t5siil_50185_1.arch.gz
619173403,6,7,2018,0,1,1.0,arch_ICEBERG_0at4q9p3_49162_1.arch.gz
641879907,6,20,2018,0,1,1.0,arch_ICEBERG_0at5sij5_50186_1.arch.gz
588222901,6,7,2018,0,1,1.0,arch_ICEBERG_0bt4q9pj_49163_1.arch.gz
662694736,6,20,2018,0,1,1.0,arch_ICEBERG_0bt5sijk_50187_1.arch.gz
617424155,6,7,2018,0,1,1.0,arch_ICEBERG_0ct4q9qd_49164_1.arch.gz
625343598,6,20,2018,0,1,1.0,arch_ICEBERG_0ct5sik4_50188_1.arch.gz
581878195,6,7,2018,0,1,1.0,arch_ICEBERG_0dt4q9qt_49165_1.arch.gz
581087279,6,20,2018,0,1,1.0,arch_ICEBERG_0dt5sikk_50189_1.arch.gz
647513775,6,20,2018,0,1,1.0,arch_ICEBERG_0et5sile_50190_1.arch.gz
626118597,6,7,2018,0,1,1.0,arch_ICEBERG_0ft4qup7_49167_1.arch.gz
668032293,6,20,2018,0,1,1.0,arch_ICEBERG_0ft5silu_50191_1.arch.gz
624194377,6,7,2018,0,1,1.0,arch_ICEBERG_0gt4qupn_49168_1.arch.gz
563340037,6,20,2018,0,1,1.0,arch_ICEBERG_0gt5simp_50192_1.arch.gz
601914719,6,7,2018,0,1,1.0,arch_ICEBERG_0ht4quq6_49169_1.arch.gz
541624477,6,20,2018,0,1,1.0,arch_ICEBERG_0ht5sin9_50193_1.arch.gz
616554514,6,7,2018,0,1,1.0,arch_ICEBERG_0it4quqm_49170_1.arch.gz
546363265,6,20,2018,0,1,1.0,arch_ICEBERG_0it5sio3_50194_1.arch.gz
631781596,6,7,2018,0,1,1.0,arch_ICEBERG_0jt4qurg_49171_1.arch.gz
680287027,6,20,2018,0,1,1.0,arch_ICEBERG_0jt5sioj_50195_1.arch.gz
616501444,6,7,2018,0,1,1.0,arch_ICEBERG_0kt4qus1_49172_1.arch.gz
25614836,6,20,2018,0,1,1.0,arch_ICEBERG_0kt5sipd_50196_1.arch.gz
635471158,6,7,2018,0,1,1.0,arch_ICEBERG_0lt4qush_49173_1.arch.gz
579287050,6,7,2018,0,1,1.0,arch_ICEBERG_0mt4qutb_49174_1.arch.gz
675454991,6,20,2018,0,1,1.0,arch_ICEBERG_0mt5t7l7_50198_1.arch.gz
633799684,6,7,2018,0,1,1.0,arch_ICEBERG_0nt4quu5_49175_1.arch.gz
649449428,6,20,2018,0,1,1.0,arch_ICEBERG_0nt5t7lm_50199_1.arch.gz
554124835,6,7,2018,0,1,1.0,arch_ICEBERG_0ot4quul_49176_1.arch.gz
648624646,6,20,2018,0,1,1.0,arch_ICEBERG_0ot5t7m6_50200_1.arch.gz
627826428,6,20,2018,0,1,1.0,arch_ICEBERG_0pt5t7mm_50201_1.arch.gz
631871862,6,7,2018,0,1,1.0,arch_ICEBERG_0qt4rjs6_49178_1.arch.gz
611009002,6,20,2018,0,1,1.0,arch_ICEBERG_0qt5t7ng_50202_1.arch.gz
620457157,6,7,2018,0,1,1.0,arch_ICEBERG_0rt4rjsl_49179_1.arch.gz
635959004,6,20,2018,0,1,1.0,arch_ICEBERG_0rt5t7oa_50203_1.arch.gz
622004870,6,7,2018,0,1,1.0,arch_ICEBERG_0st4rjt5_49180_1.arch.gz
656713610,6,20,2018,0,1,1.0,arch_ICEBERG_0st5t7p4_50204_1.arch.gz
632157482,6,7,2018,0,1,1.0,arch_ICEBERG_0tt4rjtl_49181_1.arch.gz
566229371,6,20,2018,0,1,1.0,arch_ICEBERG_0tt5t7pu_50205_1.arch.gz
617075320,6,7,2018,0,1,1.0,arch_ICEBERG_0ut4rjuf_49182_1.arch.gz
614816420,6,20,2018,0,1,1.0,arch_ICEBERG_0ut5t7qp_50206_1.arch.gz
645679103,6,7,2018,0,1,1.0,arch_ICEBERG_0vt4rjv9_49183_1.arch.gz
499579326,6,20,2018,0,1,1.0,arch_ICEBERG_0vt5t7r9_50207_1.arch.gz
604420190,6,7,2018,0,1,1.0,arch_ICEBERG_10t4rk03_49184_1.arch.gz
677008818,6,20,2018,0,1,1.0,arch_ICEBERG_10t5t7s3_50208_1.arch.gz
634413013,6,7,2018,0,1,1.0,arch_ICEBERG_11t4rk0j_49185_1.arch.gz
656649818,6,20,2018,0,1,1.0,arch_ICEBERG_11t5t7sj_50209_1.arch.gz
632769460,6,7,2018,0,1,1.0,arch_ICEBERG_12t4rk13_49186_1.arch.gz
21306874,6,20,2018,0,1,1.0,arch_ICEBERG_12t5t7t3_50210_1.arch.gz
579870233,6,7,2018,0,1,1.0,arch_ICEBERG_13t4rk1j_49187_1.arch.gz
656816256,6,20,2018,0,1,1.0,arch_ICEBERG_14t5tso9_50212_1.arch.gz
623611811,6,7,2018,0,1,1.0,arch_ICEBERG_15t4s8v7_49189_1.arch.gz
630825870,6,20,2018,0,1,1.0,arch_ICEBERG_15t5tsop_50213_1.arch.gz
633341305,6,7,2018,0,1,1.0,arch_ICEBERG_16t4s8vn_49190_1.arch.gz
635586513,6,20,2018,0,1,1.0,arch_ICEBERG_16t5tsp8_50214_1.arch.gz
635568946,6,7,2018,0,1,1.0,arch_ICEBERG_17t4s906_49191_1.arch.gz
586534396,6,20,2018,0,1,1.0,arch_ICEBERG_17t5tspo_50215_1.arch.gz
633933634,6,7,2018,0,1,1.0,arch_ICEBERG_18t4s90n_49192_1.arch.gz
558914720,6,20,2018,0,1,1.0,arch_ICEBERG_18t5tsq8_50216_1.arch.gz
646341534,6,7,2018,0,1,1.0,arch_ICEBERG_19t4s917_49193_1.arch.gz
636584293,6,20,2018,0,1,1.0,arch_ICEBERG_19t5tsqo_50217_1.arch.gz
617206725,6,7,2018,0,1,1.0,arch_ICEBERG_1at4s91n_49194_1.arch.gz
640522728,6,20,2018,0,1,1.0,arch_ICEBERG_1at5tsri_50218_1.arch.gz
636552339,6,7,2018,0,1,1.0,arch_ICEBERG_1bt4s927_49195_1.arch.gz
535524322,6,20,2018,0,1,1.0,arch_ICEBERG_1bt5tss3_50219_1.arch.gz
643858806,6,7,2018,0,1,1.0,arch_ICEBERG_1ct4s92n_49196_1.arch.gz
534512068,6,20,2018,0,1,1.0,arch_ICEBERG_1ct5tsst_50220_1.arch.gz
657210068,6,7,2018,0,1,1.0,arch_ICEBERG_1dt4s93h_49197_1.arch.gz
523077868,6,20,2018,0,1,1.0,arch_ICEBERG_1dt5tste_50221_1.arch.gz
592487418,6,7,2018,0,1,1.0,arch_ICEBERG_1et4s94c_49198_1.arch.gz
655914061,6,20,2018,0,1,1.0,arch_ICEBERG_1et5tstu_50222_1.arch.gz
666161948,6,20,2018,0,1,1.0,arch_ICEBERG_1ft5tsue_50223_1.arch.gz
638349508,6,8,2018,0,1,1.0,arch_ICEBERG_1gt4su28_49200_1.arch.gz
607543467,6,20,2018,0,1,1.0,arch_ICEBERG_1gt5tsv8_50224_1.arch.gz
646510923,6,8,2018,0,1,1.0,arch_ICEBERG_1ht4su2n_49201_1.arch.gz
645290929,6,8,2018,0,1,1.0,arch_ICEBERG_1it4su37_49202_1.arch.gz
637537750,6,20,2018,0,1,1.0,arch_ICEBERG_1it5uhra_50226_1.arch.gz
655762156,6,8,2018,0,1,1.0,arch_ICEBERG_1jt4su3n_49203_1.arch.gz
651465532,6,20,2018,0,1,1.0,arch_ICEBERG_1jt5uhs4_50227_1.arch.gz
630228610,6,8,2018,0,1,1.0,arch_ICEBERG_1kt4su47_49204_1.arch.gz
613997761,6,20,2018,0,1,1.0,arch_ICEBERG_1kt5uhsu_50228_1.arch.gz
647215668,6,8,2018,0,1,1.0,arch_ICEBERG_1lt4su4n_49205_1.arch.gz
569641587,6,20,2018,0,1,1.0,arch_ICEBERG_1lt5uhte_50229_1.arch.gz
643962238,6,8,2018,0,1,1.0,arch_ICEBERG_1mt4su57_49206_1.arch.gz
647272535,6,20,2018,0,1,1.0,arch_ICEBERG_1mt5uhtu_50230_1.arch.gz
666266806,6,8,2018,0,1,1.0,arch_ICEBERG_1nt4su5n_49207_1.arch.gz
662851188,6,20,2018,0,1,1.0,arch_ICEBERG_1nt5uhuo_50231_1.arch.gz
649252645,6,8,2018,0,1,1.0,arch_ICEBERG_1ot4su6h_49208_1.arch.gz
558217375,6,20,2018,0,1,1.0,arch_ICEBERG_1ot5uhv9_50232_1.arch.gz
613308482,6,8,2018,0,1,1.0,arch_ICEBERG_1pt4su71_49209_1.arch.gz
589741857,6,20,2018,0,1,1.0,arch_ICEBERG_1pt5uhvp_50233_1.arch.gz
